=== LOG START ===
GLOBAL | Product_7 vs Product_6 | Winner: Product_7 | 1000.0→1016.0 , 1000.0→984.0
USER User_1 | 2 vs 1 | Winner: 2 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
USER User_1 | 2 vs 3 | Winner: 2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Product_5 vs Product_2 | Winner: Product_5 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
USER User_1 | 5 vs 2 | Winner: 5 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
GLOBAL | Product_5 vs Product_4 | Winner: Product_5 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
USER User_1 | 5 vs 4 | Winner: 5 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
GLOBAL | Product_2 vs Product_1 | Winner: Product_2 | 1000.0→1016.0 , 1000.0→984.0
USER User_1 | 2 vs 1 | Winner: 2 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
USER User_1 | 2 vs 3 | Winner: 2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Product_5 vs Product_2 | Winner: Product_5 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
USER User_1 | 5 vs 2 | Winner: 5 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
GLOBAL | Product_5 vs Product_4 | Winner: Product_5 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
USER User_1 | 5 vs 4 | Winner: 5 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
GLOBAL | Product_2 vs Product_5 | Winner: Product_2 | 1013.8278203282016→1030.6930134660756 , 1032.6335946534284→1015.7684015155543
USER User_1 | 2 vs 5 | Winner: 2 | 1013.8278203282016→1030.6930134660756 , 1032.6335946534284→1015.7684015155543
GLOBAL | Product_2 vs Product_6 | Winner: Product_2 | 1030.6930134660756→1045.28321352512 , 1000.0→985.4097999409557
USER User_1 | 2 vs 6 | Winner: 2 | 1030.6930134660756→1045.28321352512 , 1000.0→985.4097999409557
GLOBAL | Product_2 vs Product_1 | Winner: Product_2 | 1000.0→1016.0 , 1000.0→984.0
USER User_1 | 2 vs 1 | Winner: 2 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
USER User_1 | 2 vs 3 | Winner: 2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Product_4 vs Product_2 | Winner: Product_4 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
USER User_1 | 4 vs 2 | Winner: 4 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
GLOBAL | Product_4 vs Product_5 | Winner: Product_4 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
USER User_1 | 4 vs 5 | Winner: 4 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
GLOBAL | Product_4 vs Product_2 | Winner: Product_4 | 1032.6335946534284→1047.7684015155544 , 1013.8278203282016→998.6930134660757
USER User_1 | 4 vs 2 | Winner: 4 | 1032.6335946534284→1047.7684015155544 , 1013.8278203282016→998.6930134660757
GLOBAL | Product_4 vs Product_6 | Winner: Product_4 | 1047.7684015155544→1061.5823424277003 , 1000.0→986.1860590878541
USER User_1 | 4 vs 6 | Winner: 4 | 1047.7684015155544→1061.5823424277003 , 1000.0→986.1860590878541
GLOBAL | Product_2 vs Product_1 | Winner: Product_2 | 1000.0→1016.0 , 1000.0→984.0
USER User_1 | 2 vs 1 | Winner: 2 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
USER User_1 | 2 vs 3 | Winner: 2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Product_2 vs Product_4 | Winner: Product_2 | 1031.263693206478→1045.8278203282016 , 1000.0→985.4358728782763
USER User_1 | 2 vs 4 | Winner: 2 | 1031.263693206478→1045.8278203282016 , 1000.0→985.4358728782763
GLOBAL | Product_2 vs Product_5 | Winner: Product_2 | 1045.8278203282016→1059.729526119354 , 1000.0→986.0982942088476
USER User_1 | 2 vs 5 | Winner: 2 | 1045.8278203282016→1059.729526119354 , 1000.0→986.0982942088476
GLOBAL | Product_7 vs Product_2 | Winner: Product_7 | 1000.0→1018.723864535874 , 1059.729526119354→1041.00566158348
USER User_1 | 7 vs 2 | Winner: 7 | 1000.0→1018.723864535874 , 1059.729526119354→1041.00566158348
GLOBAL | Product_7 vs Product_6 | Winner: Product_7 | 1018.723864535874→1033.8624325012763 , 1000.0→984.8614320345978
USER User_1 | 7 vs 6 | Winner: 7 | 1018.723864535874→1033.8624325012763 , 1000.0→984.8614320345978
GLOBAL | Product_2 vs Product_1 | Winner: Product_2 | 1000.0→1016.0 , 1000.0→984.0
USER User_1 | 2 vs 1 | Winner: 2 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
USER User_1 | 2 vs 3 | Winner: 2 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Product_5 vs Product_2 | Winner: Product_5 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
USER User_1 | 5 vs 2 | Winner: 5 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
GLOBAL | Product_5 vs Product_4 | Winner: Product_5 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
USER User_1 | 5 vs 4 | Winner: 5 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
GLOBAL | Product_2 vs Product_5 | Winner: Product_2 | 1013.8278203282016→1030.6930134660756 , 1032.6335946534284→1015.7684015155543
USER User_1 | 2 vs 5 | Winner: 2 | 1013.8278203282016→1030.6930134660756 , 1032.6335946534284→1015.7684015155543
GLOBAL | Product_2 vs Product_6 | Winner: Product_2 | 1030.6930134660756→1045.28321352512 , 1000.0→985.4097999409557
USER User_1 | 2 vs 6 | Winner: 2 | 1030.6930134660756→1045.28321352512 , 1000.0→985.4097999409557
GLOBAL | Product_2 vs Product_5 | Winner: Product_2 | 1045.28321352512→1059.9272664009136 , 1015.7684015155543→1001.1243486397606
USER User_1 | 2 vs 5 | Winner: 2 | 1045.28321352512→1059.9272664009136 , 1015.7684015155543→1001.1243486397606
GLOBAL | Product_2 vs Product_7 | Winner: Product_2 | 1059.9272664009136→1073.1945603659117 , 1000.0→986.732706035002
USER User_1 | 2 vs 7 | Winner: 2 | 1059.9272664009136→1073.1945603659117 , 1000.0→986.732706035002
GLOBAL | Product_2 vs Product_5 | Winner: Product_2 | 1073.1945603659117→1085.9224031201536 , 1001.1243486397606→988.3965058855185
USER User_1 | 2 vs 5 | Winner: 2 | 1073.1945603659117→1085.9224031201536 , 1001.1243486397606→988.3965058855185
GLOBAL | Product_2 vs Product_8 | Winner: Product_2 | 1085.9224031201536→1098.0442713265247 , 1000.0→987.8781317936288
USER User_1 | 2 vs 8 | Winner: 2 | 1085.9224031201536→1098.0442713265247 , 1000.0→987.8781317936288
GLOBAL | Product_8 vs Product_2 | Winner: Product_8 | 987.8781317936288→1008.7880126916529 , 1098.0442713265247→1077.1343904285006
USER User_1 | 8 vs 2 | Winner: 8 | 987.8781317936288→1008.7880126916529 , 1098.0442713265247→1077.1343904285006
GLOBAL | Product_8 vs Product_5 | Winner: Product_8 | 1008.7880126916529→1023.8500258768333 , 988.3965058855185→973.334492700338
USER User_1 | 8 vs 5 | Winner: 8 | 1008.7880126916529→1023.8500258768333 , 988.3965058855185→973.334492700338
GLOBAL | Product_8 vs Product_2 | Winner: Product_8 | 1023.8500258768333→1042.2848021660832 , 1077.1343904285006→1058.6996141392508
USER User_1 | 8 vs 2 | Winner: 8 | 1023.8500258768333→1042.2848021660832 , 1077.1343904285006→1058.6996141392508
GLOBAL | Product_8 vs Product_7 | Winner: Product_8 | 1042.2848021660832→1055.748113978578 , 986.732706035002→973.2693942225072
USER User_1 | 8 vs 7 | Winner: 8 | 1042.2848021660832→1055.748113978578 , 986.732706035002→973.2693942225072
GLOBAL | Product_1 vs Product_2 | Winner: Product_1 | 1000.0→1016.0 , 1000.0→984.0
USER User_1 | 1 vs 2 | Winner: 1 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Product_1 vs Product_3 | Winner: Product_1 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
USER User_1 | 1 vs 3 | Winner: 1 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Product_4 vs Product_1 | Winner: Product_4 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
USER User_1 | 4 vs 1 | Winner: 4 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
GLOBAL | Product_4 vs Product_5 | Winner: Product_4 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
USER User_1 | 4 vs 5 | Winner: 4 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
GLOBAL | Product_1 vs Product_2 | Winner: Product_1 | 1000.0→1016.0 , 1000.0→984.0
USER User_2 | 1 vs 2 | Winner: 1 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Product_1 vs Product_3 | Winner: Product_1 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
USER User_2 | 1 vs 3 | Winner: 1 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Product_5 vs Product_1 | Winner: Product_5 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
USER User_2 | 5 vs 1 | Winner: 5 | 1000.0→1017.4358728782763 , 1031.263693206478→1013.8278203282016
GLOBAL | Product_5 vs Product_4 | Winner: Product_5 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
USER User_2 | 5 vs 4 | Winner: 5 | 1017.4358728782763→1032.6335946534284 , 1000.0→984.8022782248479
GLOBAL | Product_1 vs Product_5 | Winner: Product_1 | 1013.8278203282016→1030.6930134660756 , 1032.6335946534284→1015.7684015155543
USER User_2 | 1 vs 5 | Winner: 1 | 1013.8278203282016→1030.6930134660756 , 1032.6335946534284→1015.7684015155543
GLOBAL | Product_1 vs Product_6 | Winner: Product_1 | 1030.6930134660756→1045.28321352512 , 1000.0→985.4097999409557
USER User_2 | 1 vs 6 | Winner: 1 | 1030.6930134660756→1045.28321352512 , 1000.0→985.4097999409557
GLOBAL | Product_1 vs Product_5 | Winner: Product_1 | 1045.28321352512→1059.9272664009136 , 1015.7684015155543→1001.1243486397606
USER User_2 | 1 vs 5 | Winner: 1 | 1045.28321352512→1059.9272664009136 , 1015.7684015155543→1001.1243486397606
GLOBAL | Product_1 vs Product_7 | Winner: Product_1 | 1059.9272664009136→1073.1945603659117 , 1000.0→986.732706035002
USER User_2 | 1 vs 7 | Winner: 1 | 1059.9272664009136→1073.1945603659117 , 1000.0→986.732706035002
GLOBAL | Product_2 vs Product_1 | Winner: Product_2 | 984.0→1004.0196400996742 , 1073.1945603659117→1053.1749202662375
USER User_2 | 2 vs 1 | Winner: 2 | 984.0→1004.0196400996742 , 1073.1945603659117→1053.1749202662375
GLOBAL | Product_2 vs Product_5 | Winner: Product_2 | 1004.0196400996742→1019.8863100868825 , 1001.1243486397606→985.2576786525522
USER User_2 | 2 vs 5 | Winner: 2 | 1004.0196400996742→1019.8863100868825 , 1001.1243486397606→985.2576786525522
GLOBAL | Product_2 vs Product_8 | Winner: Product_2 | 1019.8863100868825→1034.971510443388 , 1000.0→984.9147996434946
USER User_2 | 2 vs 8 | Winner: 2 | 1019.8863100868825→1034.971510443388 , 1000.0→984.9147996434946
GLOBAL | Product_2 vs Product_7 | Winner: Product_2 | 1034.971510443388→1048.764196835675 , 986.732706035002→972.9400196427151
USER User_2 | 2 vs 7 | Winner: 2 | 1034.971510443388→1048.764196835675 , 986.732706035002→972.9400196427151
GLOBAL | Product_2 vs Product_6 | Winner: Product_2 | 1048.764196835675→1061.8785321242065 , 985.4097999409557→972.2954646524241
USER User_2 | 2 vs 6 | Winner: 2 | 1048.764196835675→1061.8785321242065 , 985.4097999409557→972.2954646524241
GLOBAL | Product_2 vs Product_4 | Winner: Product_2 | 1061.8785321242065→1074.38614433972 , 984.8022782248479→972.2946660093345
USER User_2 | 2 vs 4 | Winner: 2 | 1061.8785321242065→1074.38614433972 , 984.8022782248479→972.2946660093345
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 1074.38614433972→1086.3468677195679 , 984.736306793522→972.775583413674
USER User_2 | 2 vs 3 | Winner: 2 | 1074.38614433972→1086.3468677195679 , 984.736306793522→972.775583413674
GLOBAL | Product_2 vs Product_1 | Winner: Product_2 | 1086.3468677195679→1100.8238680467787 , 1053.1749202662375→1038.6979199390266
USER User_2 | 2 vs 1 | Winner: 2 | 1086.3468677195679→1100.8238680467787 , 1053.1749202662375→1038.6979199390266
GLOBAL | Product_2 vs Product_5 | Winner: Product_2 | 1100.8238680467787→1111.689810690209 , 985.2576786525522→974.3917360091218
USER User_2 | 2 vs 5 | Winner: 2 | 1100.8238680467787→1111.689810690209 , 985.2576786525522→974.3917360091218
GLOBAL | Product_2 vs Product_8 | Winner: Product_2 | 1111.689810690209→1122.097617620407 , 984.9147996434946→974.5069927132967
USER User_2 | 2 vs 8 | Winner: 2 | 1111.689810690209→1122.097617620407 , 984.9147996434946→974.5069927132967
GLOBAL | Product_2 vs Product_7 | Winner: Product_2 | 1122.097617620407→1131.6217045202068 , 972.9400196427151→963.4159327429154
USER User_2 | 2 vs 7 | Winner: 2 | 1122.097617620407→1131.6217045202068 , 972.9400196427151→963.4159327429154
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 1131.6217045202068→1140.776968049932 , 972.775583413674→963.6203198839486
USER User_2 | 2 vs 3 | Winner: 2 | 1131.6217045202068→1140.776968049932 , 972.775583413674→963.6203198839486
GLOBAL | Product_2 vs Product_6 | Winner: Product_2 | 1140.776968049932→1149.574053083749 , 972.2954646524241→963.4983796186073
USER User_2 | 2 vs 6 | Winner: 2 | 1140.776968049932→1149.574053083749 , 972.2954646524241→963.4983796186073
GLOBAL | Product_2 vs Product_4 | Winner: Product_2 | 1149.574053083749→1158.0518000450259 , 972.2946660093345→963.8169190480578
USER User_2 | 2 vs 4 | Winner: 2 | 1149.574053083749→1158.0518000450259 , 972.2946660093345→963.8169190480578
GLOBAL | Product_2 vs Product_1 | Winner: Product_2 | 1158.0518000450259→1168.761824497166 , 1038.6979199390266→1027.9878954868866
USER User_2 | 2 vs 1 | Winner: 2 | 1158.0518000450259→1168.761824497166 , 1038.6979199390266→1027.9878954868866
GLOBAL | Product_2 vs Product_8 | Winner: Product_2 | 1168.761824497166→1176.6447516846042 , 974.5069927132967→966.6240655258583
USER User_2 | 2 vs 8 | Winner: 2 | 1168.761824497166→1176.6447516846042 , 974.5069927132967→966.6240655258583
GLOBAL | Product_2 vs Product_5 | Winner: Product_2 | 1176.6447516846042→1184.2573510404638 , 974.3917360091218→966.7791366532621
USER User_2 | 2 vs 5 | Winner: 2 | 1176.6447516846042→1184.2573510404638 , 974.3917360091218→966.7791366532621
GLOBAL | Product_2 vs Product_4 | Winner: Product_2 | 1184.2573510404638→1191.2792974802871 , 963.8169190480578→956.7949726082344
USER User_2 | 2 vs 4 | Winner: 2 | 1184.2573510404638→1191.2792974802871 , 963.8169190480578→956.7949726082344
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 1191.2792974802871→1198.0761437164356 , 963.6203198839486→956.8234736478003
USER User_2 | 2 vs 3 | Winner: 2 | 1191.2792974802871→1198.0761437164356 , 963.6203198839486→956.8234736478003
GLOBAL | Product_2 vs Product_6 | Winner: Product_2 | 1198.0761437164356→1204.6622266855588 , 963.4983796186073→956.912296649484
USER User_2 | 2 vs 6 | Winner: 2 | 1198.0761437164356→1204.6622266855588 , 963.4983796186073→956.912296649484
GLOBAL | Product_2 vs Product_7 | Winner: Product_2 | 1204.6622266855588→1211.0497893527313 , 963.4159327429154→957.0283700757429
USER User_2 | 2 vs 7 | Winner: 2 | 1204.6622266855588→1211.0497893527313 , 963.4159327429154→957.0283700757429
GLOBAL | Smart Speaker vs Mystery Book | Winner: Smart Speaker | 956.912296649484→982.89568418598 , 1211.0497893527313→1185.0664018162354
USER User_3 | 6 vs 2 | Winner: 6 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Smart Speaker vs Thriller Novel | Winner: Smart Speaker | 982.89568418598→1000.9606757702426 , 1027.9878954868866→1009.9229039026241
USER User_3 | 6 vs 1 | Winner: 6 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Smart Speaker vs PS5 Controller | Winner: Smart Speaker | 1000.9606757702426→1015.3916168136158 , 966.7791366532621→952.3481956098889
USER User_3 | 6 vs 5 | Winner: 6 | 1031.263693206478→1045.8278203282016 , 1000.0→985.4358728782763
GLOBAL | Smart Speaker vs Sneakers | Winner: Smart Speaker | 1015.3916168136158→1029.1604219718795 , 966.6240655258583→952.8552603675945
USER User_3 | 6 vs 8 | Winner: 6 | 1045.8278203282016→1059.729526119354 , 1000.0→986.0982942088476
GLOBAL | Smart Speaker vs Leather Jacket | Winner: Smart Speaker | 1029.1604219718795→1041.885536089444 , 957.0283700757429→944.3032559581785
USER User_3 | 6 vs 7 | Winner: 6 | 1059.729526119354→1073.00566158348 , 1000.0→986.723864535874
GLOBAL | Smart Speaker vs Sci-Fi Book | Winner: Smart Speaker | 1041.885536089444→1054.0447190990176 , 956.8234736478003→944.6642906382267
USER User_3 | 6 vs 3 | Winner: 6 | 1073.00566158348→1085.692249845601 , 1000.0→987.3134117378789
GLOBAL | Smart Speaker vs Bose Headphones | Winner: Smart Speaker | 1054.0447190990176→1065.6796110139496 , 956.7949726082344→945.1600806933023
USER User_3 | 6 vs 4 | Winner: 6 | 1085.692249845601→1097.8240959181423 , 1000.0→987.8681539274588
GLOBAL | Sneakers vs Mystery Book | Winner: Sneakers | 952.8552603675945→978.1976337875676 , 1185.0664018162354→1159.7240283962624
USER User_3 | 8 vs 2 | Winner: 8 | 986.0982942088476→1002.0016653643402 , 984.0→968.0966288445074
GLOBAL | Sneakers vs Smart Speaker | Winner: Sneakers | 978.1976337875676→998.1432932385209 , 1065.6796110139496→1045.7339515629965
USER User_3 | 8 vs 6 | Winner: 8 | 1002.0016653643402→1022.3058675329054 , 1097.8240959181423→1077.5198937495772
GLOBAL | Sneakers vs Thriller Novel | Winner: Sneakers | 998.1432932385209→1014.685556593471 , 1009.9229039026241→993.3806405476739
USER User_3 | 8 vs 1 | Winner: 8 | 1022.3058675329054→1036.5824374125846 , 984.736306793522→970.4597369138427
GLOBAL | Sneakers vs PS5 Controller | Winner: Sneakers | 1014.685556593471→1027.84522845281 , 952.3481956098889→939.1885237505498
USER User_3 | 8 vs 5 | Winner: 8 | 1036.5824374125846→1050.2439195984668 , 985.4358728782763→971.7743906923939
GLOBAL | Sneakers vs Bose Headphones | Winner: Sneakers | 1027.84522845281→1040.1077328629394 , 945.1600806933023→932.897576283173
USER User_3 | 8 vs 4 | Winner: 8 | 1050.2439195984668→1063.4018786250772 , 987.8681539274588→974.7101949008485
GLOBAL | Sneakers vs Sci-Fi Book | Winner: Sneakers | 1040.1077328629394→1051.819725458392 , 944.6642906382267→932.9522980427743
USER User_3 | 8 vs 3 | Winner: 8 | 1063.4018786250772→1075.9528396231244 , 987.3134117378789→974.7624507398317
GLOBAL | Sneakers vs Leather Jacket | Winner: Sneakers | 1051.819725458392→1063.0206329899677 , 944.3032559581785→933.1023484266029
USER User_3 | 8 vs 7 | Winner: 8 | 1075.9528396231244→1087.9317147325464 , 986.723864535874→974.7449894264521
GLOBAL | Leather Jacket vs Sneakers | Winner: Leather Jacket | 933.1023484266029→954.8212077614446 , 1063.0206329899677→1041.301773655126
USER User_3 | 7 vs 8 | Winner: 7 | 974.7449894264521→995.7805359916765 , 1087.9317147325464→1066.896168167322
GLOBAL | Leather Jacket vs Smart Speaker | Winner: Leather Jacket | 954.8212077614446→974.9148865309558 , 1045.7339515629965→1025.6402727934853
USER User_3 | 7 vs 6 | Winner: 7 | 995.7805359916765→1015.4768268738588 , 1077.5198937495772→1057.8236028673948
GLOBAL | Leather Jacket vs Mystery Book | Winner: Leather Jacket | 974.9148865309558→998.7044869626992 , 1159.7240283962624→1135.934427964519
USER User_3 | 7 vs 2 | Winner: 7 | 1015.4768268738588→1029.3083141633965 , 968.0966288445074→954.2651415549697
GLOBAL | Leather Jacket vs Thriller Novel | Winner: Leather Jacket | 998.7044869626992→1014.4593339620466 , 993.3806405476739→977.6257935483266
USER User_3 | 7 vs 1 | Winner: 7 | 1029.3083141633965→1042.6238599659494 , 970.4597369138427→957.1441911112898
GLOBAL | Leather Jacket vs PS5 Controller | Winner: Leather Jacket | 1014.4593339620466→1027.0462178617636 , 939.1885237505498→926.6016398508328
USER User_3 | 7 vs 5 | Winner: 7 | 1042.6238599659494→1055.4056072534097 , 971.7743906923939→958.9926434049335
GLOBAL | Leather Jacket vs Sci-Fi Book | Winner: Leather Jacket | 1027.0462178617636→1038.81595436115 , 932.9522980427743→921.1825615433879
USER User_3 | 7 vs 3 | Winner: 7 | 1055.4056072534097→1067.7571388122876 , 974.7624507398317→962.4109191809538
GLOBAL | Leather Jacket vs Bose Headphones | Winner: Leather Jacket | 1038.81595436115→1050.0839277460548 , 932.897576283173→921.6296028982681
USER User_3 | 7 vs 4 | Winner: 7 | 1067.7571388122876→1079.5717555881097 , 974.7101949008485→962.8955781250264
GLOBAL | Leather Jacket vs Sneakers | Winner: Leather Jacket | 1050.0839277460548→1065.6795807170317 , 1041.301773655126→1025.706120684149
USER User_3 | 7 vs 8 | Winner: 7 | 1079.5717555881097→1094.9882820657783 , 1066.896168167322→1051.4796416896534
GLOBAL | Leather Jacket vs Smart Speaker | Winner: Leather Jacket | 1065.6795807170317→1079.843822046295 , 1025.6402727934853→1011.4760314642223
USER User_3 | 7 vs 6 | Winner: 7 | 1094.9882820657783→1109.2832834025785 , 1057.8236028673948→1043.5286015305946
GLOBAL | Leather Jacket vs Mystery Book | Winner: Leather Jacket | 1079.843822046295→1098.4046802150144 , 1135.934427964519→1117.3735697957995
USER User_3 | 7 vs 2 | Winner: 7 | 1109.2832834025785→1118.5832462467563 , 954.2651415549697→944.9651787107919
GLOBAL | Leather Jacket vs Thriller Novel | Winner: Leather Jacket | 1098.4046802150144→1109.0563336516332 , 977.6257935483266→966.9741401117078
USER User_3 | 7 vs 1 | Winner: 7 | 1118.5832462467563→1127.641266003332 , 957.1441911112898→948.0861713547141
GLOBAL | Leather Jacket vs Bose Headphones | Winner: Leather Jacket | 1109.0563336516332→1117.1750984361872 , 921.6296028982681→913.510838113714
USER User_3 | 7 vs 4 | Winner: 7 | 1127.641266003332→1136.5761871486186 , 962.8955781250264→953.9606569797398
GLOBAL | Leather Jacket vs PS5 Controller | Winner: Leather Jacket | 1117.1750984361872→1125.1846018549613 , 926.6016398508328→918.5921364320587
USER User_3 | 7 vs 5 | Winner: 7 | 1136.5761871486186→1145.0430276549287 , 958.9926434049335→950.5258028986233
GLOBAL | Leather Jacket vs Sci-Fi Book | Winner: Leather Jacket | 1125.1846018549613→1132.73894370227 , 921.1825615433879→913.6282196960792
USER User_3 | 7 vs 3 | Winner: 7 | 1145.0430276549287→1153.3301533781826 , 962.4109191809538→954.1237934576998
GLOBAL | Smart Speaker vs Leather Jacket | Winner: Smart Speaker | 1011.4760314642223→1032.8441683476992 , 1132.73894370227→1111.3708068187932
USER User_4 | 6 vs 7 | Winner: 6 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Smart Speaker vs Mystery Book | Winner: Smart Speaker | 1032.8441683476992→1052.6618604265072 , 1117.3735697957995→1097.5558777169915
USER User_4 | 6 vs 2 | Winner: 6 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Smart Speaker vs Sneakers | Winner: Smart Speaker | 1052.6618604265072→1067.4229875008161 , 1025.706120684149→1010.9449936098403
USER User_4 | 6 vs 8 | Winner: 6 | 1031.263693206478→1045.8278203282016 , 1000.0→985.4358728782763
GLOBAL | Smart Speaker vs Thriller Novel | Winner: Smart Speaker | 1067.4229875008161→1078.9218662702524 , 966.9741401117078→955.4752613422716
USER User_4 | 6 vs 1 | Winner: 6 | 1045.8278203282016→1059.729526119354 , 1000.0→986.0982942088476
GLOBAL | Smart Speaker vs PS5 Controller | Winner: Smart Speaker | 1078.9218662702524→1088.0214129136361 , 918.5921364320587→909.4925897886749
USER User_4 | 6 vs 5 | Winner: 6 | 1059.729526119354→1073.00566158348 , 1000.0→986.723864535874
GLOBAL | Smart Speaker vs Sci-Fi Book | Winner: Smart Speaker | 1088.0214129136361→1096.6030992312783 , 913.6282196960792→905.046533378437
USER User_4 | 6 vs 3 | Winner: 6 | 1073.00566158348→1085.692249845601 , 1000.0→987.3134117378789
GLOBAL | Smart Speaker vs Bose Headphones | Winner: Smart Speaker | 1096.6030992312783→1104.873968780949 , 913.510838113714→905.2399685640434
USER User_4 | 6 vs 4 | Winner: 6 | 1085.692249845601→1097.8240959181423 , 1000.0→987.8681539274588
GLOBAL | Leather Jacket vs Smart Speaker | Winner: Leather Jacket | 1111.3708068187932→1127.071651237975 , 1104.873968780949→1089.1731243617673
USER User_1 | 7 vs 6 | Winner: 7 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Leather Jacket vs Mystery Book | Winner: Leather Jacket | 1127.071651237975→1141.7156601525555 , 1097.5558777169915→1082.911868802411
USER User_1 | 7 vs 2 | Winner: 7 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Leather Jacket vs Sneakers | Winner: Leather Jacket | 1141.7156601525555→1151.9625921030708 , 1010.9449936098403→1000.6980616593248
USER User_1 | 7 vs 8 | Winner: 7 | 1031.263693206478→1045.8278203282016 , 1000.0→985.4358728782763
GLOBAL | Leather Jacket vs Thriller Novel | Winner: Leather Jacket | 1151.9625921030708→1159.76941840485 , 955.4752613422716→947.6684350404923
USER User_1 | 7 vs 1 | Winner: 7 | 1045.8278203282016→1059.729526119354 , 1000.0→986.0982942088476
GLOBAL | Leather Jacket vs PS5 Controller | Winner: Leather Jacket | 1159.76941840485→1165.8953557878 , 909.4925897886749→903.3666524057248
USER User_1 | 7 vs 5 | Winner: 7 | 1059.729526119354→1073.00566158348 , 1000.0→986.723864535874
GLOBAL | Leather Jacket vs Bose Headphones | Winner: Leather Jacket | 1165.8953557878→1171.7308107259457 , 905.2399685640434→899.4045136258976
USER User_1 | 7 vs 4 | Winner: 7 | 1073.00566158348→1085.692249845601 , 1000.0→987.3134117378789
GLOBAL | Leather Jacket vs Sci-Fi Book | Winner: Leather Jacket | 1171.7308107259457→1177.4024986210295 , 905.046533378437→899.3748454833532
USER User_1 | 7 vs 3 | Winner: 7 | 1085.692249845601→1097.8240959181423 , 1000.0→987.8681539274588
GLOBAL | Sci-Fi Book vs Leather Jacket | Winner: Sci-Fi Book | 899.3748454833532→926.001472144716 , 1177.4024986210295→1150.7758719596668
USER User_2 | 3 vs 7 | Winner: 3 | 956.8234736478003→972.8329094759181 , 957.0283700757429→941.0189342476251
GLOBAL | Sci-Fi Book vs Smart Speaker | Winner: Sci-Fi Book | 926.001472144716→949.0080810590746 , 1089.1731243617673→1066.1665154474088
